VEHICLE_ID,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,AIR_INTAKE_TEMP,SPEED,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,TIMING_ADVANCE,EQUIV_RATIO,FUEL_RATE,FUEL_CONSUMPTION,DISTANCE_MOVED,DISTANCE_SO_FAR,FUEL_CONSUMPTION_SO_FAR,FUEL_EFFICIENCY,RELATIVE_FUEL_EFFICIENCY_SCORE,THROTTLE_EFFICIENCY,RELATIVE_THROTTLE_SCORE,RELATIVE_ECO_DRIVING_SCORE,ECO_DRIVING_SCORE,SPEED_CHANGE_RATE,MODIFIED_SPEED,RPM_CHANGE_RATE,MODIFIED_RPM,SPEED_RPM_RATIO,THROTTLE_CHANGE_RATE,MODIFIED_THROTTLE_RATE,ACCELERATION,CAR_JERK,IDEAL_FUEL_CONSUMPTION_L2,IDEAL_FUEL_CONSUMPTION_L3
s11,100.0,82.0,71.8,38.0,28.0,1859.0,31.0,10.49,36.0,68.0,3.9,42.0,28.6,72.9,1.0,3.132901941264311,4.607208737153398,0.076,0.749,0.05468026030005405,13.697813358786435,43.05480824258616,71.4,71.4,52.8914622172359,50.14110618193963,1.0,0.3090909090909091,25.0,0.232375,1.330138393075456,0.0,0.0,0.06944444444444445,-0.052083333333333336,6.634611027415113,8.547990802465346
s11,100.0,82.0,71.4,34.5,28.0,1867.0,31.0,9.47,36.0,67.0,3.1,46.0,28.2,73.7,1.0,2.828272772523644,4.221302645557677,0.074,0.823,0.057804024257766734,14.237763037569465,44.751971816926826,71.8,71.8,54.339640150522285,51.513978862695126,1.0,0.30454545454545456,2.0,0.233375,1.3049617763061792,0.10000000000000053,0.00680272108843541,-0.06944444444444445,-0.034722222222222224,6.243131085341896,8.233695358991602
s11,100.0,82.0,71.0,32.5,28.0,1801.0,19.0,8.58,37.0,63.0,-4.7,50.0,27.1,74.1,1.0,2.5624688899950225,4.0674109365000355,0.07,0.893,0.06065121191331676,14.723531019895916,46.27883211072968,72.9,72.9,55.83768363190639,52.93412408304726,1.0,0.2863636363636364,1.0,0.225125,1.2720205946191512,0.27499999999999947,0.018707482993197244,-0.2777777777777778,-0.052083333333333336,5.970112728243671,7.937067878435965
s11,100.0,83.0,71.0,30.6,28.0,1692.0,19.0,8.84,37.0,51.0,1.6,54.0,27.5,74.5,1.0,2.6401194624191144,5.176704828272773,0.057,0.95,0.06360193366543224,14.936652791050701,46.94871399253411,72.5,72.5,56.26216824303859,53.33653549440058,1.0,0.2318181818181818,1.0,0.2115,1.0960670535138621,0.09999999999999964,0.0068027210884353505,-0.8333333333333333,-0.13888888888888887,6.379636776867079,8.48785860961331
s11,100.0,83.0,70.6,22.7,28.0,959.0,51.0,4.03,37.0,22.0,-0.8,58.0,20.4,60.8,1.0,1.2035838725734196,5.470835784424635,0.024,0.974,0.06491493425369414,15.004251505416446,47.16118948831063,79.6,79.6,58.30262881459174,55.27089211623297,1.0,0.1,1.0,0.119875,0.8342022940563087,1.7750000000000004,0.12074829931972793,-2.013888888888889,-0.2951388888888889,5.458998462774934,6.346034567148371
s11,0.0,83.0,69.8,87.1,28.0,775.0,76.0,5.07,36.0,30.0,3.1,62.0,20.4,59.6,1.0,1.514186162269786,5.047287207565954,0.033,1.007,0.06658053903219091,15.12453961229012,47.53927767214384,79.6,79.6,58.60174921319397,55.55445825410788,2.0,0.13636363636363635,1.0,0.096875,1.407624633431085,0.0,0.0,0.5555555555555556,0.6423611111111112,10.303016821142245,12.504190255167627
s11,100.0,82.0,70.2,100.0,28.0,2871.0,70.0,48.21,35.0,43.0,0.0,66.0,42.0,65.9,1.0,14.398208063713291,33.484204799333234,0.048,1.055,0.08265295733587086,12.764213574510983,40.1203282176035,58.0,57.99999999999999,47.0361246447285,44.59024616320262,3.25,0.19545454545454546,524.0,0.358875,0.5446312656344005,5.4,0.3673469387755102,0.9027777777777778,0.08680555555555555,58.720487816513156,58.81255942294632
s11,100.0,82.0,70.6,79.6,28.0,2223.0,48.0,25.04,35.0,50.0,-3.9,70.0,34.9,67.5,1.0,7.47834743653559,14.95669487307118,0.056,1.111,0.09102870646479072,12.204941091080176,38.36242942757344,65.1,65.1,47.51774480029544,45.04682207068008,1.75,0.22727272727272727,1.0,0.277875,0.8178955547376601,1.7750000000000004,0.12074829931972793,0.4861111111111111,-0.10416666666666667,24.989344257733205,27.554529728424964
s11,100.0,82.0,70.6,56.5,28.0,2512.0,40.0,20.41,35.0,52.0,-7.0,74.0,33.3,71.8,1.0,6.0955699352911905,11.722249875559982,0.058,1.169,0.0978276113926155,11.949591565804516,37.55981775827902,66.7,66.7,47.30470814209837,44.84486331870926,1.0,0.23636363636363636,72.25,0.314,0.7527504342790967,0.40000000000000036,0.027210884353741523,0.1388888888888889,-0.08680555555555555,20.919683810710882,24.432740012599414
s11,100.0,82.0,70.6,27.8,28.0,2555.0,37.0,12.31,35.0,51.0,-1.6,78.0,29.8,79.2,1.0,3.676455948232952,7.208737153397945,0.057,1.226,0.10193659157005233,12.027084495536371,37.80339263715712,70.2,70.2,48.420405567371134,45.902544477867835,1.0,0.2318181818181818,10.75,0.319375,0.7258494929727806,0.8749999999999991,0.059523809523809465,-0.06944444444444445,-0.052083333333333336,11.620955718691807,17.405984991363773
s11,100.0,83.0,70.6,46.3,28.0,2529.0,21.0,17.78,35.0,37.0,-10.9,82.0,32.9,73.7,1.0,5.3101045296167255,14.351633863828988,0.041,1.267,0.10782076145422222,11.750983603820437,36.93555551329885,67.1,67.1,46.916315015795504,44.47666663497414,1.0,0.16818181818181818,1.0,0.316125,0.5320104964233078,0.7749999999999995,0.05272108843537412,-0.9722222222222222,-0.22569444444444445,24.57983287651795,30.474997193625597
s11,100.0,83.0,70.6,24.7,28.0,1668.0,70.0,11.31,35.0,40.0,4.7,86.0,31.0,63.1,1.0,3.377799900447984,8.44449975111996,0.044,1.311,0.111536341344715,11.754016531241724,36.945088575629086,69.0,69.0,47.42491184780782,44.958816431721814,1.0,0.18181818181818182,1.0,0.2085,0.8720296490080663,0.47499999999999964,0.03231292517006801,0.20833333333333331,0.2951388888888889,6.7686895676227845,9.391090651803864
s11,100.0,83.0,70.6,87.8,28.0,1998.0,74.0,26.51,35.0,44.0,0.8,90.0,35.7,66.3,1.0,7.917371826779492,17.9940268790443,0.049,1.36,0.1203534145154467,11.300053309459297,35.51819663666923,64.3,64.3,45.05659016614127,42.71364747750192,1.0,0.2,82.5,0.24975,0.8008008008008008,1.1750000000000007,0.0799319727891157,0.2777777777777778,0.01736111111111112,26.478605135239558,29.375710337661836
s11,100.0,82.0,71.4,92.9,28.0,2189.0,74.0,30.43,34.0,46.0,-8.6,94.0,36.9,66.3,1.0,9.088103534096565,19.7567468132534,0.051,1.411,0.13042935539020595,10.818116794173417,34.003379365675826,63.1,63.1,43.54170308465915,41.27753452425687,1.0,0.20909090909090908,47.75,0.273625,0.7641513351883383,0.29999999999999893,0.02040816326530605,0.1388888888888889,-0.034722222222222224,31.358554897062575,33.968112437091094
s11,100.0,82.0,71.8,92.2,28.0,2329.0,73.0,31.57,34.0,49.0,-8.6,98.0,36.9,67.1,1.0,9.428571428571429,19.24198250728863,0.054,1.465,0.1408200259441418,10.403349879946141,32.699688806483785,63.1,63.1,42.51030232580468,40.29976660486284,1.0,0.22272727272727272,35.0,0.291125,0.76505718412116,0.0,0.0,0.20833333333333331,0.017361111111111105,32.426807253209915,34.68828372793434
s11,100.0,82.0,71.8,80.0,28.0,2419.0,19.0,24.71,34.0,41.0,-10.2,102.0,34.5,67.5,1.0,7.379790940766551,17.999490099430613,0.046,1.511,0.1490997913898799,10.134152341292669,31.85355022198724,65.5,65.5,42.473800281108055,40.26516266649043,1.0,0.18636363636363637,22.5,0.302375,0.6163328197226502,0.5999999999999996,0.04081632653061222,-0.5555555555555556,-0.1909722222222222,35.45742841593344,38.459910368460356
s11,100.0,83.0,71.4,62.7,28.0,1963.0,50.0,17.88,34.0,45.0,3.9,106.0,32.5,69.0,1.0,5.339970134395222,11.86660029865605,0.05,1.561,0.1550330915392079,10.068818111681805,31.64819242845529,67.5,67.5,42.83875983263869,40.61114432134147,1.0,0.20454545454545456,1.0,0.245375,0.8336034826101052,0.5,0.034013605442176874,0.2777777777777778,0.20833333333333334,17.56772249519694,20.465221194733402
s11,100.0,83.0,71.4,36.9,28.0,2341.0,24.0,11.71,34.0,51.0,-2.3,110.0,29.8,72.9,1.0,3.497262319561971,6.857377097180335,0.057,1.618,0.15894179648460072,10.179827054847477,31.997114452432523,70.2,70.2,43.82683105413965,41.54783583932439,1.5,0.2318181818181818,94.5,0.292625,0.7922022445730262,0.6749999999999998,0.045918367346938764,0.41666666666666663,0.03472222222222221,12.658894964686004,16.855601247106293
s11,100.0,83.0,71.4,32.2,28.0,2565.0,18.0,12.5,35.0,55.0,3.9,114.0,30.2,77.3,1.0,3.733200597312096,6.787637449658355,0.061,1.679,0.1630822553288923,10.295418079753166,32.36043882264568,69.8,69.8,44.00878598838002,41.72032911698426,1.0,0.25,56.0,0.320625,0.7797270955165693,0.09999999999999964,0.0068027210884353505,0.2777777777777778,-0.03472222222222221,12.260838864834511,17.336739822392683
s11,100.0,82.0,70.6,18.0,28.0,2494.0,18.0,6.69,35.0,45.0,0.0,122.0,25.5,64.3,1.0,1.9980089596814337,4.440019910403186,0.1,1.779,0.1675222752392955,10.619483274440999,33.3790367878772,74.5,74.5,46.05409028576782,43.6592775909079,1.0,0.20454545454545456,1.0,0.31175,0.6561201428883866,0.5874999999999999,0.03996598639455782,-0.3472222222222222,-0.078125,9.100434868603616,16.15406153241411
s11,100.0,82.0,70.6,18.8,28.0,2073.0,18.0,5.81,35.0,30.0,0.0,126.0,23.9,63.5,1.0,1.735191637630662,5.7839721254355405,0.033,1.812,0.16943098604068924,10.694619929585041,33.61520545177135,76.1,76.1,46.66287351142249,44.236404088828515,1.0,0.13636363636363635,1.0,0.259125,0.5262465465070385,0.40000000000000036,0.027210884353741523,-1.0416666666666667,-0.17361111111111113,10.415668898190846,16.85546042083828
s11,100.0,83.0,70.2,18.4,28.0,1187.0,28.0,3.23,36.0,17.0,11.7,130.0,18.8,61.2,1.0,0.9646590343454455,5.674464907914385,0.019,1.831,0.17050913437319296,10.738427631639338,33.75290131329996,81.2,81.2,48.11674681959385,45.614675984974966,1.0,0.07727272727272727,1.0,0.148375,0.5207934441295856,1.2749999999999995,0.08673469387755099,-0.9027777777777778,0.03472222222222224,8.181472700059905,10.382763896398254
s11,100.0,83.0,69.4,63.1,28.0,893.0,66.0,9.22,35.0,23.0,6.2,134.0,27.8,62.7,1.0,2.753608760577402,11.972212002510442,0.026,1.857,0.17362190949384568,10.69565474434449,33.618458069533595,72.2,72.2,45.636965772310326,43.26384355215019,1.5,0.10454545454545454,1.0,0.111625,0.9365774203400182,2.25,0.15306122448979592,0.41666666666666663,0.3298611111111111,11.178434501964816,13.343397309271957
s11,100.0,83.0,69.0,67.5,28.0,0.0,78.0,8.37,35.0,27.0,-0.8,138.0,29.0,54.1,1.0,2.4997511199601794,9.258337481333998,0.03,1.887,0.1763994107382459,10.697314645795876,33.62367545254351,71.0,71.0,45.324637752539694,42.96775658940763,1.0,0.12272727272727273,1.0,0.1,1.2272727272727273,0.2999999999999998,0.02040816326530611,0.2777777777777778,-0.03472222222222221,0.0,0.0
s11,100.0,83.0,69.4,78.0,28.0,967.0,60.0,10.6,35.0,32.0,-0.8,142.0,29.4,55.3,1.0,3.165754106520657,9.892981582877052,0.036,1.923,0.17996088410808161,10.685655438573402,33.587028367488706,70.6,70.6,45.19015957343516,42.84027127561653,1.25,0.14545454545454545,241.75,0.120875,1.2033468083106138,0.09999999999999964,0.0068027210884353505,0.3472222222222222,0.017361111111111105,11.211304045039224,13.440973070762272
s11,100.0,83.0,69.8,85.9,28.0,1126.0,68.0,13.77,34.0,39.0,-3.9,146.0,31.4,58.8,1.0,4.1124937779990045,10.54485584102309,0.043,1.966,0.18449517211972155,10.656105400548013,33.494147030342425,68.6,68.6,44.589251342570485,42.27061027275682,1.75,0.17727272727272728,39.75,0.14075,1.2594865170353626,0.5,0.034013605442176874,0.4861111111111111,0.034722222222222224,12.549118670551685,14.929197478148682
s11,100.0,83.0,70.2,77.3,28.0,1354.0,47.0,15.36,34.0,44.0,-6.2,150.0,31.8,63.1,1.0,4.587356893977103,10.425811122675235,0.049,2.015,0.1896038195698324,10.627423037001961,33.40399295756647,68.2,68.2,44.41244168583845,42.102994718174855,1.25,0.2,57.0,0.16925,1.1816838995568686,0.10000000000000053,0.00680272108843541,0.3472222222222222,-0.034722222222222224,12.727889789374075,14.964547071649054
s11,100.0,83.0,70.2,45.1,28.0,1479.0,43.0,9.2,34.0,46.0,-2.3,154.0,27.5,69.8,1.0,2.7476356396217025,5.973120955699353,0.051,2.066,0.19265011125723908,10.724104888999213,33.70788223458087,72.5,72.5,45.78682666237939,43.405911675935656,1.0,0.20909090909090908,31.25,0.184875,1.1309853094842952,1.0750000000000002,0.07312925170068028,0.1388888888888889,-0.05208333333333333,8.038278039868809,9.847374951007916
s11,100.0,82.0,70.2,53.3,28.0,1572.0,36.0,12.38,35.0,50.0,-4.7,158.0,30.2,68.6,1.0,3.6973618715778995,7.3947237431558,0.056,2.122,0.19679115655340632,10.783004872600154,33.89301598060344,69.8,69.8,45.22126791714407,42.86976198545258,1.0,0.22727272727272727,23.25,0.1965,1.1566042100393246,0.6749999999999998,0.045918367346938764,0.2777777777777778,0.034722222222222224,9.483570672399162,11.409586016116931
s11,100.0,82.0,70.2,41.2,28.0,1701.0,20.0,10.04,35.0,50.0,3.9,162.0,28.6,72.2,1.0,2.9985067197610755,5.997013439522151,0.056,2.178,0.20014948407953873,10.881866670885197,34.20375723953214,71.4,71.4,45.88904844899695,43.502817929649105,1.0,0.22727272727272727,32.25,0.212625,1.0688899577788467,0.39999999999999947,0.02721088435374146,0.0,-0.06944444444444445,8.424032914436474,10.577456669666866
s11,100.0,82.0,70.2,17.6,28.0,1660.0,51.0,4.41,35.0,50.0,1.6,166.0,22.0,63.1,1.0,1.3170731707317074,2.6341463414634148,0.056,2.234,0.20162460603075824,11.079996851471584,34.826517727558794,78.0,78.0,48.12224503762563,45.6198882956691,1.0,0.22727272727272727,1.0,0.2075,1.095290251916758,1.6500000000000004,0.1122448979591837,0.0,0.0,4.288957454736583,6.397080988182005
s11,100.0,82.0,70.2,81.2,28.0,1697.0,50.0,20.01,34.0,51.0,3.1,170.0,33.3,65.9,1.0,5.976107516177202,11.717857874857259,0.057,2.291,0.20830378501942687,10.998359918358355,34.56991746526596,66.7,66.7,44.93928069509438,42.60243809894947,1.0,0.2318181818181818,9.25,0.212125,1.0928376278995018,2.8249999999999993,0.19217687074829928,0.06944444444444445,0.017361111111111112,16.187416995592393,18.54422751527794
s11,100.0,82.0,70.2,54.1,28.0,1692.0,19.0,13.39,1.0,49.0,-2.3,174.0,30.6,69.0,1.0,3.999004479840717,8.161233632327994,0.054,2.345,0.21271085118088398,11.024355301958106,34.65162585380681,69.4,69.4,45.71594872400328,43.33871939035511,1.0,0.22272727272727272,1.0,0.2115,1.0530840318074361,0.6749999999999989,0.04591836734693871,-0.1388888888888889,-0.052083333333333336,10.989774975791448,13.192131427429901
s11,100.0,82.0,69.8,18.4,28.0,1526.0,20.0,4.04,35.0,30.0,3.1,178.0,21.6,62.7,1.0,1.2065704330512692,4.02190144350423,0.033,2.378,0.21403807865724037,11.11017261469684,34.92136583690347,78.4,78.4,48.30276833088355,45.7910243776776,1.0,0.13636363636363635,1.0,0.19075,0.7148814488264029,2.25,0.15306122448979592,-1.3194444444444444,-0.2951388888888889,6.516111462873509,9.264719944047656
s11,100.0,83.0,69.4,39.2,28.0,853.0,45.0,4.16,35.0,19.0,-7.8,182.0,20.4,65.5,1.0,1.2424091587854655,6.5389955725550815,0.021,2.399,0.21541126772747693,11.136836179967359,35.00517444633013,79.6,79.6,48.68552830669578,46.153880834747596,1.0,0.08636363636363636,1.0,0.106625,0.8099754875839285,0.3000000000000007,0.020408163265306173,-0.7638888888888888,0.1388888888888889,8.141913325085037,9.463749241381258
s11,100.0,83.0,68.6,98.0,28.0,1051.0,59.0,14.84,34.0,29.0,3.9,186.0,32.9,54.5,1.0,4.432055749128921,15.282950859065245,0.032,2.431,0.2203018120023778,11.034861574237807,34.68464904710771,67.1,67.1,45.135534583682265,42.78848678533078,2.5,0.1318181818181818,49.5,0.131375,1.003373410604619,3.125,0.21258503401360546,0.6944444444444444,0.3645833333333333,18.023865395204115,21.567041123909004
s11,100.0,83.0,69.0,63.9,28.0,1527.0,35.0,14.12,34.0,34.0,-7.0,190.0,31.0,67.1,1.0,4.217023394723743,12.403009984481596,0.038,2.469,0.22501495579648081,10.972603982079908,34.48896170477113,69.0,69.0,45.481773500610075,43.116721278578346,1.25,0.15454545454545454,119.0,0.190875,0.8096683931654463,0.47499999999999964,0.03231292517006801,0.3472222222222222,-0.08680555555555555,16.012149976638874,18.909843773341358
s11,100.0,83.0,69.0,43.1,28.0,1680.0,20.0,10.81,34.0,31.0,0.8,194.0,29.4,71.8,1.0,3.2284718765555005,10.414425408243549,0.034,2.503,0.22855586043528361,10.95137090439531,34.422222141005356,70.6,70.6,45.85091414109073,43.466666605754014,1.0,0.1409090909090909,38.25,0.21,0.670995670995671,0.40000000000000036,0.027210884353741523,-0.20833333333333331,-0.1388888888888889,13.877612180996945,17.26848411563676
s11,100.0,82.0,69.0,19.2,28.0,1214.0,70.0,3.37,35.0,18.0,10.2,198.0,19.2,61.2,1.0,1.006470881035341,5.591504894640783,0.02,2.523,0.22967416141421176,10.985127732543805,34.52832621212553,80.8,80.8,48.624730653052886,46.09624465909414,1.0,0.08181818181818182,1.0,0.15175,0.5391642953422195,2.55,0.17346938775510204,-0.9027777777777778,-0.1736111111111111,8.160042871238373,10.426342412625857
s11,100.0,82.0,69.4,100.0,28.0,1058.0,85.0,17.64,34.0,28.0,7.8,202.0,51.8,49.4,1.0,5.2682926829268295,18.81533101045296,0.031,2.554,0.2355069140274522,10.8446922271772,34.08691095878281,48.2,48.2,39.67846331127332,37.61518321908711,2.5,0.12727272727272726,1.0,0.13225,0.962364667468637,8.149999999999999,0.5544217687074829,0.6944444444444444,0.3993055555555556,19.299990047001838,23.085928515991544
s11,100.0,82.0,69.8,100.0,28.0,1514.0,78.0,22.55,34.0,37.0,4.7,206.0,36.1,0.0,1.0,6.734693877551021,18.20187534473249,0.041,2.595,0.2429696829187925,10.68034484313553,33.57033616543845,63.9,63.9,43.41007608025194,41.15275212407884,2.25,0.16818181818181818,114.0,0.18925,0.8886753932989072,3.924999999999999,0.2670068027210884,0.625,-0.017361111111111105,23.886616397236555,27.462971921473788
s11,100.0,82.0,70.6,93.3,28.0,1936.0,77.0,27.65,33.0,45.0,-0.8,210.0,36.5,64.7,1.0,8.257839721254356,18.35075493612079,0.05,2.645,0.2521450603868529,10.489993323454028,32.97202547424226,63.5,63.5,42.83124378236466,40.604019105681694,2.0,0.20454545454545456,105.5,0.242,0.8452291510142751,0.09999999999999964,0.0068027210884353505,0.5555555555555556,-0.017361111111111105,26.349638671589283,29.227405932510734
s11,100.0,82.0,71.0,92.9,28.0,2273.0,53.0,31.91,33.0,48.0,-10.2,214.0,37.3,66.3,1.0,9.530114484818318,19.85440517670483,0.053,2.698,0.2626678951305065,10.271525565237043,32.28534014784405,62.7,62.7,42.07700961063612,39.88900511088304,1.0,0.21818181818181817,84.25,0.284125,0.767907851057873,0.1999999999999993,0.013605442176870701,0.20833333333333331,-0.08680555555555557,32.022963498463945,34.408295983624335
s11,100.0,83.0,71.4,63.1,28.0,2367.0,35.0,22.33,33.0,49.0,-3.9,218.0,34.1,70.2,1.0,6.668989547038327,13.610182749057811,0.054,2.752,0.2700173938149977,10.191936012409377,32.03517518754327,65.9,65.9,42.722976150482545,40.50138139065745,1.0,0.22272727272727272,23.5,0.295875,0.7527748972615892,0.7999999999999989,0.05442176870748292,0.06944444444444445,-0.03472222222222222,22.301788909718923,25.478163979133804
s11,100.0,83.0,71.8,27.1,28.0,2396.0,19.0,9.72,34.0,46.0,0.8,222.0,28.2,77.3,1.0,2.9029367844698855,6.3107321401519245,0.051,2.803,0.27323586720647514,10.258536072359297,32.24451172433067,71.8,71.8,44.44449767220253,42.133383793248,1.0,0.20909090909090908,7.25,0.2995,0.6981332523903475,1.4750000000000005,0.10034013605442181,-0.20833333333333331,-0.06944444444444445,11.284394533736808,16.832331088199915
s11,100.0,83.0,71.8,17.6,28.0,2209.0,20.0,6.14,34.0,42.0,0.0,226.0,24.3,63.9,1.0,1.8337481333997014,4.366066984285003,0.047,2.85,0.2752879186890891,10.352797222528308,32.54079227940548,75.7,75.7,45.707377858179434,43.33059420955411,1.0,0.19090909090909092,1.0,0.276125,0.6913864768097453,0.9749999999999996,0.06632653061224487,-0.2777777777777778,-0.01736111111111112,7.872978349516341,13.387435567802017
s11,100.0,83.0,71.4,18.0,28.0,2029.0,19.0,5.74,34.0,39.0,0.0,230.0,23.9,63.5,1.0,1.7142857142857144,4.395604395604396,0.043,2.893,0.277178028579199,10.437335220361355,32.80651113471309,76.1,76.1,46.02308370362323,43.62988335103482,1.0,0.17727272727272728,1.0,0.253625,0.6989560464178503,0.10000000000000053,0.00680272108843541,-0.20833333333333331,0.01736111111111112,7.5279447610758154,12.23752052657812
s11,100.0,82.0,71.0,18.0,28.0,1871.0,18.0,4.95,34.0,35.0,0.0,235.0,22.7,63.5,1.0,1.47834743653559,4.223849818673115,0.049,2.942,0.27924771499034884,10.535448786399844,33.114900558713664,77.3,77.3,46.58351837450975,44.161175419035246,1.0,0.1590909090909091,1.0,0.233875,0.680239055439483,0.23999999999999985,0.01632653061224489,-0.22222222222222224,-0.0027777777777777844,7.4110274932291205,11.617923871973742
